,source_id,news handle,new_id,link,pubdate,source,tweet,post_method,user_statuses,user_following,user_followers,user_created_at,user_bio,user_location,lang,Person or source,Target,City,Province,Country,CBC,TweetToCBC,TweetToNOTCBC,mean(TweetToCBC)
21626,12011,cbc,65991,https://twitter.com/ruthmkb/statuses/910150439450087424,2017-09-19 11:35,ruthmkb,rt @cbc: these animals found in canada have names rooted in indigenous languages. https://t.co/bewbaximn https://t.co/bhcgdivmrc,Twitter Web Client,213691,1218,1510,Fri May 24 18:34:43 +0000 2013,be respectful w tweets! zero tolerance for personal insults! please do not add to list.,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.307692308
21627,12011,thebeaverton,81827,https://twitter.com/ruthmkb/statuses/909815415362252800,2017-09-18 13:24,ruthmkb,rt @thebeaverton: handmaid s tale wins emmy for best documentary https://t.co/nhrspmpi #emmys https://t.co/ufkwpptds,Twitter Web Client,213527,1217,1516,Fri May 24 18:34:43 +0000 2013,be respectful w tweets! zero tolerance for personal insults! please do not add to list.,NA,en,source,The Beaverton,Canada,Canada,Canada,Not CBC,0,1,0.307692308
21628,12011,cbc,26881,https://twitter.com/ruthmkb/statuses/910268398835261441,2017-09-19 19:24,ruthmkb,rt @pnpcbc: .@iancapstick makes the case against political fundraising rules like the ones the bc govt tabled today #pnpcbc #bcpoli https:/ ,Twitter Web Client,213841,1219,1510,Fri May 24 18:34:43 +0000 2013,be respectful w tweets! zero tolerance for personal insults! please do not add to list.,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.307692308
21629,12011,lisalaflammectv,38365,https://twitter.com/ruthmkb/statuses/910327826825596928,2017-09-19 23:20,ruthmkb,"good  @lisalaflammectv @ctvnews  air @gerryritzmp\'s misogynistic tweet! gerry, u must be proud  b on national tv, eh?              #cpc #cdnpoli",Twitter Web Client,213958,1219,1512,Fri May 24 18:34:43 +0000 2013,be respectful w tweets! zero tolerance for personal insults! please do not add to list.,NA,en,person,CTV,Canada,Canada,Canada,Not CBC,0,1,0.307692308
21630,12012,therebeltv,6376,https://twitter.com/RuthRogul/statuses/910152522433691649,2017-09-19 11:44,ruthrogul,"rt @therebeltv: parliament gets ready to weaponize m-, trudeau s  anti-islamphobia  motion: @ezralevant   https://t.co/awwlxjqeg | #cdn ",Twitter for Android,102255,3042,3429,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,Rebel TV,Canada,Canada,Canada,Not CBC,0,1,0.2
21631,12012,torontostar,79715,https://twitter.com/RuthRogul/statuses/910274310681563136,2017-09-19 19:48,ruthrogul,rt @don_corleone: @torontostar @shreeparadkar here ya go. this guy says it like it is. https://t.co/nxpqbdoy,Twitter for Android,102373,3042,3431,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.2
21632,12012,watchctvnews,6504,https://twitter.com/RuthRogul/statuses/910151823616610304,2017-09-19 11:41,ruthrogul,rt @watchctvnews: live soon: prime minister justin trudeau speaks in ottawa: https://t.co/wserxkcvjc #cdnpoli,Twitter for Android,102255,3042,3428,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,CTV,Canada,Canada,Canada,Not CBC,0,1,0.2
21633,12012,thetorontosun,81542,https://twitter.com/RuthRogul/statuses/910344494146572290,2017-09-20 0:26,ruthrogul,@thetorontosun @janecstevenson i love gene! he does many charities and a wonderful human being. my son met him at a charity event.,Twitter for Android,102397,3042,3432,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,The Sun,Toronto,Ontario,Canada,Not CBC,0,1,0.2
21634,12012,ctvnationalnews,53971,https://twitter.com/RuthRogul/statuses/909929148579303424,2017-09-18 20:56,ruthrogul,rt @ctvnationalnews: nafta: u.s. wants to insert -year termination clause in the agreement.  https://t.co/mgoxwbtd,Twitter for Android,102182,3040,3424,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,CTV,Canada,Canada,Canada,Not CBC,0,1,0.2
21635,12012,nationalpost,93608,https://twitter.com/RuthRogul/statuses/910269427555487752,2017-09-19 19:28,ruthrogul,"rt @iracaldar: @nationalpost i\'ll keep saying it: the special treatment like #m, ""studies"", etc. are a big part of the resentment. some ",Twitter for Android,102338,3042,3431,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.2
21636,12012,cbc,27165,https://twitter.com/RuthRogul/statuses/910266913502134272,2017-09-19 19:18,ruthrogul,"rt @cbcnews: ""i no longer have dealings with the way our family fortune is managed."" https://t.co/bcfwrybdyw",Twitter for Android,102352,3042,3431,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
21637,12012,nationalpost,93712,https://twitter.com/RuthRogul/statuses/910273085294743554,2017-09-19 19:43,ruthrogul,rt @tstewart: @ruthrogul @nationalpost disturbing that @liberal_party is supporting this plan to stifle free speech and criticism of one ,Twitter for Android,102359,3042,3430,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.2
21638,12012,nationalpost,93617,https://twitter.com/RuthRogul/statuses/910269264246042625,2017-09-19 19:27,ruthrogul,@nationalpost she can blame anyone she wants but she\'s the problem with her sharia law. she has been exposed. wants  https://t.co/uofndox,Twitter for Android,102338,3042,3431,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.2
21639,12012,cbc,27094,https://twitter.com/RuthRogul/statuses/910267290712670209,2017-09-19 19:20,ruthrogul,rt @singofhisgrace: @cbcnews he\'s trying to get the media jump on #panamapapers revelations that have brought down several world leaders no ,Twitter for Android,102352,3042,3431,Sat Feb 18 06:08:44 +0000 2012,proud of being canadian! don\'t like these liberals.  canadians need to  become better voters. youth needs to get involved & speak out get out a vote!,"ontario, canada",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.2
21657,12019,nationalpost,85024,https://twitter.com/RWong1975/statuses/909806990729166848,2017-09-18 12:51,rwong1975,rt @mtnbvan: canada flagged as hidden $t credit bubble stokes global crisis fears https://t.co/lvrer v.@nationalpost #debt #cdnecon ,Twitter Web Client,10032,65,507,Fri Apr 29 05:20:26 +0000 2016,member of @halt_yvr author of e-petition e- on foreign ownership link:  https://t.co/gxculgdt,"burnaby, british columbia",en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.5
21658,12019,cbc,13206,https://twitter.com/RWong1975/statuses/910189538047279104,2017-09-19 14:11,rwong1975,rt @cbcnewsbc: b.c. government to ban union and corporate political donations https://t.co/egpplutbh #bcpoli https://t.co/tzldmdzo,Twitter Lite,10043,65,508,Fri Apr 29 05:20:26 +0000 2016,member of @halt_yvr author of e-petition e- on foreign ownership link:  https://t.co/gxculgdt,"burnaby, british columbia",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.5
21785,12125,cbc,7121,https://twitter.com/sam_ducks/statuses/910155605712576512,2017-09-19 11:56,sam_ducks,"rt @cbckatie: trudeau had been asked to provide some clarity about his own personal finances, family finances, and whether he\'s paying his ",Twitter for iPhone,3835,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.153846154
21786,12125,vassykapelos,4533,https://twitter.com/sam_ducks/statuses/910147254538846210,2017-09-19 11:23,sam_ducks,rt @vassykapelos: killer questions from bob fife on trudeau\'s own taxes and loopholes he\'s taken advantage of in the past #cdnpoli,Twitter for iPhone,3829,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,person,Global,Ottawa,Ontario,Canada,Not CBC,0,1,0.153846154
21787,12125,davidakin,57262,https://twitter.com/sam_ducks/statuses/909958241613840384,2017-09-18 22:52,sam_ducks,rt @davidakin: an old blog post: trudeau speaks to empty hall at un. just like everyone else. https://t.co/dptyrl,Twitter for iPhone,3813,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,person,Global,Ottawa,Ontario,Canada,Not CBC,0,1,0.153846154
21788,12125,cdnpress,18478,https://twitter.com/sam_ducks/statuses/910216398122639360,2017-09-19 15:57,sam_ducks,"rt @cdnpress_ott: more than , intercepted by rcmp trying to cross into canada this year https://t.co/texjoryfz https://t.co/jpbrtvkn",Twitter for iPhone,3852,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,source,The Canadian Press,Canada,Canada,Canada,Not CBC,0,1,0.153846154
21789,12125,vassykapelos,4631,https://twitter.com/sam_ducks/statuses/910146774324568065,2017-09-19 11:21,sam_ducks,rt @vassykapelos: worth noting a peacekeeping mission with $$ and troops specified was announced over a year ago. we ask because they annou ,Twitter for iPhone,3829,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,person,Global,Ottawa,Ontario,Canada,Not CBC,0,1,0.153846154
21790,12125,keithbaldrey,56396,https://twitter.com/sam_ducks/statuses/909951002412847105,2017-09-18 22:23,sam_ducks,rt @keithbaldrey: ndp election bill gives $. million to political parties over  yrs. funny how that wasn\'t mentioned in govt. news rele ,Twitter for iPhone,3812,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,person,global,Victoria,British Columbia,Canada,Not CBC,0,1,0.153846154
21791,12125,vassykapelos,4745,https://twitter.com/sam_ducks/statuses/910146151239761921,2017-09-19 11:18,sam_ducks,rt @vassykapelos: my second question: that doesn\'t answer the question. wil there still be no date for eliminating the deficit? #cdnpoli,Twitter for iPhone,3829,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,person,Global,Ottawa,Ontario,Canada,Not CBC,0,1,0.153846154
21792,12125,cbc,10960,https://twitter.com/sam_ducks/statuses/910180446742372353,2017-09-19 13:35,sam_ducks,rt @cbcpolitics: trudeau pledges to push through tax fairness agenda and defends own family\'s use of tax rules https://t.co/ugvshonby #hw ,Twitter for iPhone,3843,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.153846154
21793,12125,globalnews,18521,https://twitter.com/sam_ducks/statuses/910216166575972352,2017-09-19 15:56,sam_ducks,rt @globalnews: justin trudeau laughs after being asked to provide advice to pot-using canadians trying to cross the borderhttps://t.co/l ,Twitter for iPhone,3852,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,source,Global,Canada,Canada,Canada,Not CBC,0,1,0.153846154
21794,12125,nationalpost,88661,https://twitter.com/sam_ducks/statuses/909947688023613440,2017-09-18 22:10,sam_ducks,"rt @nationalpost: it\'s been a bad year for canadian investors, and here\'s why things will get worse https://t.co/kelqaiwqh https://t.co/rp ",Twitter for iPhone,3799,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.153846154
21795,12125,nationalpost,94343,https://twitter.com/sam_ducks/statuses/910294937337454592,2017-09-19 21:10,sam_ducks,rt @nationalpost: .@ivisonj: know the dirty little secret about taxing the rich? it doesn\'t work https://t.co/eeboalbtnh https://t.co/gttgl ,Twitter for iPhone,3862,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.153846154
21796,12125,vassykapelos,4546,https://twitter.com/sam_ducks/statuses/910147173353848833,2017-09-19 11:22,sam_ducks,rt @vassykapelos: question now on whether pm considered affect of tax changes on farmers (% incorporated) prior to proposing them #cdnpoli,Twitter for iPhone,3829,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,person,Global,Ottawa,Ontario,Canada,Not CBC,0,1,0.153846154
21797,12125,vassykapelos,4525,https://twitter.com/sam_ducks/statuses/910147345370583041,2017-09-19 11:23,sam_ducks,"rt @vassykapelos: pm: ""we follow all the rules""pretty sure many small business owners would say the same?#cdnpoli",Twitter for iPhone,3829,217,37,Fri Jan 04 22:43:33 +0000 2013,NA,NA,en,person,Global,Ottawa,Ontario,Canada,Not CBC,0,1,0.153846154
21813,12139,cbc,52104,https://twitter.com/samir18340784/statuses/909907947911774209,2017-09-18 19:32,samir18340784,"rt @cbcnews: canada won\'t do business with boeing while it\'s \'busy trying to sue us,\' trudeau says https://t.co/ivbqiv https://t.co/lic ",Twitter for Android,3159,166,24,Fri Jul 07 07:29:12 +0000 2017,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.25
21814,12139,globeandmail,51309,https://twitter.com/samir18340784/statuses/909899846093549570,2017-09-18 19:00,samir18340784,rt @globeandmail: evening update newsletter: b.c. tables bill to get big money out of politics; trudeau lashes out at boeing https://t.co/g ,Twitter for Android,3156,166,23,Fri Jul 07 07:29:12 +0000 2017,NA,NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.25
21815,12139,globeandmail,97945,https://twitter.com/samir18340784/statuses/909870570883420160,2017-09-18 17:03,samir18340784,rt @globeandmail: joffrey lupul accuses @mapleleafs of injury cheating https://t.co/qbjyhlbkb @dshoalts  @globe_sports https://t.co/ctxkt ,Twitter for Android,3099,166,23,Fri Jul 07 07:29:12 +0000 2017,NA,NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.25
21816,12139,globeandmail,47855,https://twitter.com/samir18340784/statuses/909880326192844800,2017-09-18 17:42,samir18340784,rt @globeandmail: nafta talks: three scenarios and three bad outcomes https://t.co/ypznrejarn from @globebusiness,Twitter for Android,3126,166,23,Fri Jul 07 07:29:12 +0000 2017,NA,NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.25
21844,12160,cbc,5188,https://twitter.com/sandiadams294/statuses/910144130206109696,2017-09-19 11:10,sandiadams294,@cbcnews u just stopped pm trudeau\'s nat\'l press theatre speech in mid stream to cut over  to t\'s un address! reall  https://t.co/fwknowuier,Twitter for Android,156,47,3,Thu Aug 27 13:56:40 +0000 2015,NA,"stormont, dundas and glengarry",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.333333333
21845,12160,macleans,90217,https://twitter.com/sandiadams294/statuses/910140353210134528,2017-09-19 10:55,sandiadams294,@macleans please stop making everything about trump!! do u not have other news to report?,Twitter for Android,152,47,3,Thu Aug 27 13:56:40 +0000 2015,NA,"stormont, dundas and glengarry",en,source,MacLeans,Canada,Canada,Canada,Not CBC,0,1,0.333333333
21846,12160,globeandmail,101854,https://twitter.com/sandiadams294/statuses/910146063989866497,2017-09-19 11:18,sandiadams294,@globeandmail no. we will not watch! i \'m vomiting on the insane / coverage u media r giving this sociopath. enough!!,Twitter for Android,156,47,3,Thu Aug 27 13:56:40 +0000 2015,NA,"stormont, dundas and glengarry",en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.333333333
21853,12166,globeandmail,3153,https://twitter.com/Sandra_Pella/statuses/910139272795213824,2017-09-19 10:51,sandra_pella,"rt @davidsuzukifdn: ban #neonic pesticides. our global food supplies are at risk, says dr. bonmatin https://t.co/qafvhrdz @globeandmail # ",Twitter for iPhone,6421,1259,494,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.222222222
21854,12166,nationalpost,88498,https://twitter.com/Sandra_Pella/statuses/909938900113731585,2017-09-18 21:35,sandra_pella,rt @bearviewingbc: fierce debate roars to life over grizzly bear hunt https://t.co/iyshdpjx via @nationalpost#bcpolu,Twitter for iPhone,6411,1257,493,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.222222222
21855,12166,globeandmail,97235,https://twitter.com/Sandra_Pella/statuses/909844513077825536,2017-09-18 15:20,sandra_pella,rt @tsilhqotin: first nations chief urges halt of moose hunt after historic b.c. wildfire season /via @globeandmail https://t.co/exlwdpk,Twitter for iPhone,6391,1256,492,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.222222222
21856,12166,globeandmail,101627,https://twitter.com/Sandra_Pella/statuses/910139272795213824,2017-09-19 10:51,sandra_pella,"rt @davidsuzukifdn: ban #neonic pesticides. our global food supplies are at risk, says dr. bonmatin https://t.co/qafvhrdz @globeandmail # ",Twitter for iPhone,6420,1259,494,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.222222222
21857,12166,cbc,62553,https://twitter.com/Sandra_Pella/statuses/909885683166273536,2017-09-18 18:03,sandra_pella,rt @cbcindigenous: escaped atlantic salmon reported  km north of collapsed fish farm  https://t.co/ptdyznaov https://t.co/gmagcyl,Twitter for iPhone,6397,1256,494,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.222222222
21858,12166,cbc,14793,https://twitter.com/Sandra_Pella/statuses/910204472143605761,2017-09-19 15:10,sandra_pella,rt @faisal_moola: .@cbcnews interview w visiting french toxicologist dr.jean-marc bonmatin on why canada should ban #neonics https://t.co/ ,Twitter for iPhone,6435,1259,494,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.222222222
21859,12166,desmogcanada,105326,https://twitter.com/Sandra_Pella/statuses/910278698233942017,2017-09-19 20:05,sandra_pella,rt @desmogcanada: will the deloitte report be the straw that breaks #sitec? https://t.co/rwkobuex #bcpoli #cdnpoli @stopsitec @fightsitec ,Twitter for iPhone,6445,1262,495,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,De Smog Canada,Canada,Canada,Canada,Not CBC,0,1,0.222222222
21860,12166,desmogcanada,28987,https://twitter.com/Sandra_Pella/statuses/910278698233942017,2017-09-19 20:05,sandra_pella,rt @desmogcanada: will the deloitte report be the straw that breaks #sitec? https://t.co/rwkobuex #bcpoli #cdnpoli @stopsitec @fightsitec ,Twitter for iPhone,6445,1262,495,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,De Smog Canada,Canada,Canada,Canada,Not CBC,0,1,0.222222222
21861,12166,globeandmail,36476,https://twitter.com/Sandra_Pella/statuses/910321225037221889,2017-09-19 22:54,sandra_pella,rt @faisal_moola: @healthcanada @ziyatong full article by french scientist dr.jean-marc bonmatin in today\'s @globeandmail https://t.co/mwk ,Twitter for iPhone,6456,1268,493,Sun Feb 16 19:05:42 +0000 2014,"northern girl, nature-lover, environmentalist. head gardener, toronto botanical garden",NA,en,source,Globe and Mail,Canada,Canada,Canada,Not CBC,0,1,0.222222222
21874,12172,nationalpost,42028,https://twitter.com/SandraLCorbett/statuses/910351252436942850,2017-09-20 0:53,sandralcorbett,"rt @nationalpost: jagmeet singh on taking on trudeau, winning over quebec and now being  sufficiently electable  https://t.co/lhmszitqb ht ",Twitter for iPad,5715,750,331,Wed Jul 18 21:02:04 +0000 2012,insurance and product liability defence litigator; law society of ab bencher; cdl past president; legal community volunteer; partner at #yeg field law,"edmonton, ab",en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.333333333
21875,12172,nationalpost,95808,https://twitter.com/SandraLCorbett/statuses/910351252436942850,2017-09-20 0:53,sandralcorbett,"rt @nationalpost: jagmeet singh on taking on trudeau, winning over quebec and now being  sufficiently electable  https://t.co/lhmszitqb ht ",Twitter for iPad,5716,750,332,Wed Jul 18 21:02:04 +0000 2012,insurance and product liability defence litigator; law society of ab bencher; cdl past president; legal community volunteer; partner at #yeg field law,"edmonton, ab",en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.333333333
21876,12172,cbc,39260,https://twitter.com/SandraLCorbett/statuses/910330701832060928,2017-09-19 23:32,sandralcorbett,rt @cbcalerts: pm trudeau pledges to push through tax fairness agenda and defends own family\'s use of tax rules: https://t.co/kqpbuemjc #c ,Twitter for iPad,5706,750,331,Wed Jul 18 21:02:04 +0000 2012,insurance and product liability defence litigator; law society of ab bencher; cdl past president; legal community volunteer; partner at #yeg field law,"edmonton, ab",en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.333333333
21885,12181,nationalpost,93292,https://twitter.com/sandyc1772/statuses/910252448509546496,2017-09-19 18:21,sandyc1772,"rt @nationalpost: quebec corruption unit arrests seven   including city employees, councillor   in connection to kickback schemehttps://t. ",Twitter for Android,197263,193,680,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21886,12181,nationalpost,91954,https://twitter.com/sandyc1772/statuses/910203661330124801,2017-09-19 15:07,sandyc1772,rt @nationalpost: there are an estimated  million slaves in the world. where do they live and what do they do?https://t.co/sfquobe ht ,Twitter for Android,197123,193,678,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21887,12181,metronewscanada,25445,https://twitter.com/sandyc1772/statuses/910253696491155456,2017-09-19 18:26,sandyc1772,"rt @metronewscanada: police on day five of search for #missing quebec man yvon lacasse, whose vehicle was used in amber alert case https:// ",Twitter for Android,197304,193,680,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Metro News,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21888,12181,cbc,45681,https://twitter.com/sandyc1772/statuses/909860914157035520,2017-09-18 16:25,sandyc1772,"rt @cbcalerts: suspect in recent quebec amber alert case, ugo fredette, charged with nd-degree murder in woman\'s death https://t.co/sbhcid ",Twitter for Android,196595,193,676,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.233333333
21889,12181,torontostar,64263,https://twitter.com/sandyc1772/statuses/909954568397697024,2017-09-18 22:37,sandyc1772,rt @torontostar: review to look at cancer-related and other rejected claims from ex-employees of peterborough s troubled ge plant. https:// ,Twitter for Android,196885,193,679,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Toronto Star,Toronto,Ontario,Canada,Not CBC,0,1,0.233333333
21890,12181,cbc,24193,https://twitter.com/sandyc1772/statuses/910252867684093953,2017-09-19 18:22,sandyc1772,"rt @cbcpolitics: scheer: why is pm putting economic future at risk with tax changes? morneau: current tax system favours wealthy, we want f ",Twitter for Android,197304,193,680,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.233333333
21891,12181,huffpostcanada,30985,https://twitter.com/sandyc1772/statuses/910290072074940416,2017-09-19 20:50,sandyc1772,rt @huffpostcanada: scheer must give controversial tory senator the boot: liberal minister https://t.co/qlvkzyty https://t.co/tnsfvicjwx,Twitter for Android,197397,193,680,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Huffington Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21892,12181,natobserver,33001,https://twitter.com/sandyc1772/statuses/910295722997817344,2017-09-19 21:13,sandyc1772,rt @natobserver: the privacy breach triggered an internal investigation at the neb https://t.co/dpgsooeu #cdnpoli #cdnfoi,Twitter for Android,197412,193,681,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Observer,International,International,International,Not CBC,0,1,0.233333333
21893,12181,nationalpost,85452,https://twitter.com/sandyc1772/statuses/909827114718900224,2017-09-18 14:11,sandyc1772,rt @nationalpost: canadians looking for answers from the bank of canada after rate hike takes nation by surprise https://t.co/dvzhdvisze #b ,Twitter for Android,196448,193,673,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,National Post,Canada,Canada,Canada,Not CBC,0,1,0.233333333
21894,12181,ottawacitizen,42841,https://twitter.com/sandyc1772/statuses/909839601107431425,2017-09-18 15:00,sandyc1772,rt @ottawacitizen: quebec man in amber alert case involving boy charged in his mother\'s slaying https://t.co/fqsvhxg https://t.co/pahpd ,Twitter for Android,196548,193,674,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Ottawa Citizen,Ottawa,Ontario,Canada,Not CBC,0,1,0.233333333
21895,12181,cbc,14894,https://twitter.com/sandyc1772/statuses/910204105590804482,2017-09-19 15:09,sandyc1772,rt @cbcnews: cbc has reviewed the audio record of manitoba ndp leader wab kinew\'s sentencing in september . https://t.co/iwmbmgyvkc,Twitter for Android,197123,193,679,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.233333333
21896,12181,ottawacitizen,46537,https://twitter.com/sandyc1772/statuses/909861364235161602,2017-09-18 16:27,sandyc1772,"rt @ottawacitizen: british pm, trudeau say canada-eu trade deal a \'basis\' for new bilateral talks https://t.co/jmmhclhj https://t.co/wff ",Twitter for Android,196595,193,676,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,Ottawa Citizen,Ottawa,Ontario,Canada,Not CBC,0,1,0.233333333
21897,12181,cfraottawa,101671,https://twitter.com/sandyc1772/statuses/910138545922244608,2017-09-19 10:48,sandyc1772,"rt @cfraottawa: good morning! sun, cloud and a chance of showers this aft. high . some fog this am, but it\'s ""talk like a pirate day"" so ",Twitter for Android,196970,193,679,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,CFRA Ottawa,Ottawa,Ontario,Canada,Not CBC,0,1,0.233333333
21898,12181,cbc,31175,https://twitter.com/sandyc1772/statuses/910288956641677312,2017-09-19 20:46,sandyc1772,rt @cbcalerts: update: pm trudeau in tweet says \'devastating\' news from mexico city. canada will be ready to help our friends following mex ,Twitter for Android,197397,193,680,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.233333333
21899,12181,cbc,42852,https://twitter.com/sandyc1772/statuses/909839562788294656,2017-09-18 15:00,sandyc1772,"rt @cbcpolitics: updated: justin trudeau, theresa may pledge cooperation on boeing, post-brexit trade deal https://t.co/ivsyer https:// ",Twitter for Android,196548,193,674,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.233333333
21900,12181,cbc,31084,https://twitter.com/sandyc1772/statuses/910289565625323520,2017-09-19 20:48,sandyc1772,"rt @cbcpolitics: liberals will offer measure to soften small business tax changes, source says https://t.co/eszvfno #hw #cdnpoli https:/ ",Twitter for Android,197397,193,680,Fri Feb 12 16:58:56 +0000 2016,NA,NA,en,source,CBC,Canada,Canada,Canada,CBC,1,0,0.233333333
